"NUM_CORR_ACI","SIGLA_ACO","P_MIN","P_MAX","C_VIS","P_GUSA","SI_GUSA","cbs","pbs","cp1","pp1","CAL","CALCARIO","DOLCA","DOLCR","NEFE","CAO_INPUT","MGO_INPUT","NEFE_REAL","SUCATA_TOTAL","CARGA_LIQUIDA","PS_TA","sep1","TFS","TPAN"
"595433","RJZ1AS004000021099",25.00,50.00,4.00,124.00,38.00,3.26,21.67,3.20,30.94,2066.00,603.00,4718.00,2269.00,0.00,5272.47,2098.81,0.00,27200.00,159750.00,7600.00,"***",1693.00,1664.00
"491713","MBA2AA000150010099",0.00,15.00,0.15,106.00,39.00,,,2.14,7.79,5390.00,578.00,2238.00,4207.00,0.00,7798.93,1794.20,0.00,27900.00,161650.00,8200.00,"***",,1614.00
"491715","MBA2AA000150010099",0.00,15.00,0.15,122.00,28.00,2.88,11.09,2.23,10.03,5784.00,587.00,2523.00,3553.00,335.00,8091.37,1790.68,0.00,27600.00,162150.00,0.00,"***",,1633.00
"491716","MYCCAA010000160099",0.00,25.00,10.00,109.00,47.00,3.95,18.45,5.89,14.31,6042.00,575.00,2338.00,2436.00,406.00,7867.18,1540.87,0.00,24200.00,155250.00,2100.00,"***",1670.00,1588.00
"491717","MYCCAA010000160099",0.00,25.00,10.00,107.00,47.00,4.87,16.35,7.67,15.56,4189.00,581.00,706.00,5562.00,413.00,6395.47,1472.64,0.00,23700.00,154450.00,0.00,"***",1674.00,
"491718","MBA2AA000150010099",0.00,15.00,0.15,108.00,47.00,4.64,16.52,3.44,12.67,7731.00,578.00,2681.00,4305.00,0.00,10221.04,2075.08,0.00,27900.00,162050.00,8000.00,"***",1704.00,1637.00
"491720","MYCCAA010000160099",0.00,25.00,10.00,102.00,26.00,4.35,16.36,8.11,13.23,2030.00,2233.00,0.00,4990.00,335.00,4785.08,1111.35,0.00,23800.00,154450.00,2100.00,"***",,1620.00
"491721","MYCCAA010000136099",0.00,25.00,10.00,104.00,19.00,3.98,19.45,6.50,17.05,3286.00,1144.00,0.00,5012.00,142.00,5350.58,1123.66,0.00,24000.00,154350.00,0.00,"***",1664.00,1608.00
"491722","MYCCAA010000136099",0.00,25.00,10.00,104.00,24.00,4.07,14.26,6.67,12.50,4036.00,3046.00,0.00,5027.00,125.00,7118.15,1258.96,0.00,23400.00,154550.00,1600.00,"***",1669.00,1618.00
"491723","MYCCAA010000136099",0.00,25.00,10.00,105.00,25.00,3.75,16.74,6.37,15.24,2034.00,3085.00,0.00,5016.00,124.00,5274.50,1158.83,0.00,24400.00,154650.00,0.00,"***",1665.00,1617.00
"491724","24JDAA000100010099",0.00,10.00,0.10,104.00,18.00,4.33,19.15,3.29,8.67,3636.00,1045.00,3399.00,1090.00,171.00,5957.90,1551.92,0.00,26400.00,161750.00,1600.00,"***",1674.00,1593.00
"491725","24JDAA000100010099",0.00,10.00,0.10,119.00,30.00,,,2.08,10.26,4642.00,1035.00,2518.00,3566.00,158.00,7282.08,1756.67,0.00,27000.00,161850.00,2800.00,"***",,1592.00
"491726","DDC1AA0160000360X9",0.00,25.00,16.00,117.00,36.00,,,8.52,12.95,5248.00,584.00,4032.00,1224.00,0.00,7546.96,1842.48,0.00,25400.00,146850.00,4100.00,"***",,1660.00
"491727","DDC1AA0160000360X9",0.00,25.00,16.00,99.00,36.00,,,10.62,16.89,4341.00,577.00,3262.00,1731.00,0.00,6497.24,1633.94,0.00,25400.00,146750.00,8300.00,"***",1643.00,1606.00
"491728","DDC1AA0160000360X9",0.00,25.00,16.00,116.00,33.00,,,10.43,15.49,5551.00,575.00,4158.00,656.00,0.00,7696.75,1796.52,0.00,27600.00,146850.00,10300.00,"***",,1633.00
"491729","24JDAA000100010099",0.00,10.00,0.10,116.00,32.00,,,,,5616.00,1031.00,2637.00,3597.00,225.00,8253.01,1850.02,0.00,26500.00,161450.00,1500.00,"***",,1628.00
"491730","DDC1AA0160000360X9",0.00,25.00,16.00,106.00,52.00,10.44,14.42,13.19,14.68,6773.00,574.00,3100.00,3773.00,0.00,9353.42,2069.49,0.00,20200.00,162050.00,0.00,"***",1666.00,1627.00
"491731","DDC1AA0150001250X9",0.00,25.00,15.00,107.00,45.00,7.01,18.44,14.88,18.49,6122.00,575.00,2290.00,4522.00,326.00,8606.92,1904.51,0.00,21600.00,159750.00,1000.00,"***",1663.00,1616.00
"491733","TGCHAA008000086099",0.00,25.00,8.00,41.00,24.00,10.02,21.06,8.04,16.84,3715.00,583.00,2582.00,2540.00,0.00,5858.99,1524.16,0.00,27900.00,161750.00,6800.00,"***",1673.00,
"491734","FVZ1AA000150064099",20.00,35.00,0.15,89.00,29.00,,,3.31,14.04,2022.00,582.00,2001.00,3682.00,0.00,4381.92,1453.29,0.00,27700.00,161550.00,7300.00,"***",,1646.00
"491735","FVZ1AA000150064099",20.00,35.00,0.15,91.00,23.00,,,2.19,16.51,2528.00,570.00,737.00,6175.00,0.00,5061.75,1509.61,0.00,23300.00,161150.00,7100.00,"***",,1658.00
"491736","FVZ1AA000150064099",20.00,35.00,0.15,113.00,47.00,3.18,15.79,2.69,10.29,4759.00,575.00,2718.00,3920.00,0.00,7346.11,1869.24,0.00,27500.00,162150.00,8600.00,"***",1684.00,1630.00
"491737","FVZ1AA000150064099",20.00,35.00,0.15,100.00,20.00,2.90,16.89,2.56,12.75,5536.00,576.00,921.00,3564.00,324.00,7089.24,1251.05,0.00,24100.00,161570.00,3900.00,"***",1668.00,1609.00
"491739","WRCBAA010000150099",0.00,25.00,10.00,119.00,41.00,3.55,12.18,,,4024.00,0.00,3426.00,750.00,137.00,5634.30,1466.78,0.00,23700.00,154570.00,2100.00,"***",1687.00,1623.00
"595434","RJZ1AS004000021099",25.00,50.00,4.00,104.00,39.00,6.61,12.29,4.70,36.52,2011.00,506.00,3233.00,4973.00,0.00,5346.52,2087.88,0.00,27800.00,159650.00,8500.00,"***",1658.00,1617.00
"595436","24JDAA000100010099",0.00,10.00,0.10,105.00,45.00,8.03,11.89,5.27,10.90,5120.00,970.00,5091.00,1844.00,365.00,8357.00,2316.45,365.00,26800.00,161550.00,0.00,"***",1673.00,1614.00
"595440","MBA2AA000150010099",0.00,15.00,0.15,116.00,48.00,,,3.45,10.30,5416.00,503.00,1288.00,6644.00,298.00,8129.32,1916.91,298.00,23700.00,154650.00,2400.00,"***",,1521.00
"595442","24JDAA000100010099",0.00,10.00,0.10,111.00,36.00,,,,,4315.00,971.00,2020.00,6185.00,208.00,7567.36,2044.20,208.00,26800.00,161850.00,1700.00,"***",,1600.00
"595443","24JDAA000100010099",0.00,10.00,0.10,124.00,33.00,,,2.83,10.35,5872.00,0.00,5659.00,211.00,221.00,8246.91,2199.05,221.00,26900.00,161650.00,1800.00,"***",,1641.00
"595444","24JDAA000100010099",0.00,10.00,0.10,124.00,30.00,,,,,5410.00,0.00,5367.00,208.00,218.00,7676.10,2079.05,218.00,26800.00,161950.00,1300.00,"***",,1617.00
"595447","KHCEAA0160000360X9",0.00,25.00,16.00,107.00,18.00,3.75,16.16,10.53,16.36,3679.00,507.00,3172.00,2772.00,0.00,6142.71,1755.02,0.00,22900.00,148950.00,1600.00,"***",1687.00,1549.00
"595448","24JDAA000100010099",0.00,10.00,0.10,109.00,31.00,,,3.75,8.17,5439.00,971.00,4091.00,1613.00,187.00,8098.00,1960.87,187.00,26700.00,161650.00,2200.00,"***",1679.00,1612.00
"595450","DDC1AA0160000360X9",0.00,25.00,16.00,102.00,18.00,3.29,10.47,10.21,12.33,3704.00,0.00,4580.00,214.00,0.00,5713.74,1735.12,0.00,25300.00,147250.00,0.00,"***",1671.00,1602.00
"595451","DDC1AA0160000360X9",0.00,25.00,16.00,114.00,25.00,,,,,6328.00,0.00,4563.00,212.00,224.00,8145.24,1860.35,224.00,25600.00,159450.00,8100.00,"***",,1646.00
"595453","TGCHAA008000086099",0.00,25.00,8.00,109.00,35.00,5.36,12.92,6.97,12.05,3832.00,511.00,3292.00,3054.00,142.00,6437.90,1853.23,142.00,22000.00,161350.00,0.00,"***",1680.00,1540.00
"595454","TGCHAA008000086099",0.00,25.00,8.00,104.00,36.00,4.12,18.45,5.85,17.44,2954.00,506.00,4552.00,1136.00,0.00,5590.42,1879.64,0.00,27600.00,159550.00,8100.00,"***",1678.00,1643.00
"595455","FVZ1AA000150064099",20.00,35.00,0.15,106.00,36.00,,,2.07,17.36,2620.00,511.00,4479.00,1676.00,0.00,5425.76,1936.30,0.00,28200.00,160950.00,7400.00,"***",,1641.00
"595456","FVZ1AA000150064099",20.00,35.00,0.15,118.00,40.00,,,3.41,9.86,4263.00,507.00,5371.00,1846.00,0.00,7435.77,2343.21,0.00,27900.00,164950.00,6400.00,"***",,1635.00
"595457","FVZ1AA000150064099",20.00,35.00,0.15,112.00,34.00,4.03,19.02,3.23,16.12,2702.00,503.00,4018.00,2121.00,0.00,5423.11,1867.97,0.00,27600.00,160950.00,8000.00,"***",1691.00,1630.00
"595458","FVZ1AA000150064099",20.00,35.00,0.15,104.00,31.00,,,2.13,14.78,2316.00,514.00,3948.00,1981.00,0.00,4990.49,1800.92,0.00,28100.00,161000.00,8200.00,"***",,1657.00
"595459","FVZ1AA000150064099",20.00,35.00,0.15,116.00,38.00,3.55,15.75,2.82,13.77,3975.00,511.00,4426.00,3281.00,0.00,7190.12,2275.46,0.00,27600.00,162350.00,8400.00,"***",1682.00,1636.00
"595460","WTCBAA010000150099",0.00,25.00,10.00,108.00,29.00,5.77,17.22,6.15,16.85,7077.00,0.00,3199.00,216.00,375.00,8188.41,1448.40,375.00,24600.00,156480.00,0.00,"***",1691.00,1608.00
"491738","WTCBAA010000150099",0.00,25.00,10.00,97.00,20.00,5.09,18.19,7.16,17.23,2882.00,0.00,2490.00,346.00,373.00,3989.64,1028.08,0.00,23400.00,155880.00,0.00,"***",1674.00,1608.00
"491741","IOCBAS023000120099",0.00,25.00,23.00,110.00,19.00,5.39,12.76,11.72,11.47,3021.00,0.00,398.00,342.00,0.00,3113.43,343.95,0.00,0.00,357880.00,0.00,"***",1653.00,1594.00
"491742","GXCCAS018000145099",0.00,25.00,18.00,106.00,61.00,,,11.15,14.92,5068.00,578.00,3403.00,1800.00,420.00,7264.36,1729.29,0.00,24000.00,154680.00,1900.00,"***",,1595.00
"491743","JYCHAS0160001260X9",0.00,25.00,16.00,118.00,58.00,,,12.11,11.53,9185.00,0.00,5908.00,339.00,406.00,11489.76,2469.91,0.00,23500.00,154700.00,2100.00,"***",1678.00,1632.00
"491744","JYCHAS0160001260X9",0.00,25.00,16.00,111.00,58.00,,,12.10,11.63,7220.00,0.00,5258.00,335.00,364.00,9348.99,2156.44,0.00,26800.00,154680.00,5100.00,"***",,1604.00
"491745","JYCHAS0160001060X9",0.00,25.00,16.00,114.00,45.00,,,14.60,13.44,6326.00,0.00,4465.00,335.00,310.00,8136.93,1850.05,0.00,26000.00,154680.00,5200.00,"***",,1602.00
"491746","VCBCAA007000170099",0.00,20.00,7.00,116.00,47.00,,,3.31,6.85,6596.00,1211.00,0.00,7616.00,160.00,9325.72,1761.23,0.00,23400.00,154700.00,1900.00,"***",,1599.00
"491748","YRCEAA009000125099",0.00,25.00,9.00,87.00,12.00,,,5.45,11.36,3799.00,573.00,3328.00,929.00,130.00,5757.96,1484.06,0.00,23100.00,151000.00,2000.00,"***",1696.00,1641.00
"491749","VJQ1AA000150015099",0.00,12.00,0.15,98.00,13.00,1.80,13.58,,,3238.00,1037.00,3636.00,408.00,0.00,5471.98,1487.07,0.00,27700.00,154550.00,9400.00,"***",1654.00,1602.00
"491751","VJQ1AA000150015099",0.00,12.00,0.15,129.00,37.00,,,3.34,18.40,8482.00,0.00,4915.00,343.00,130.00,10360.65,2107.79,0.00,37000.00,152350.00,5400.00,"***",,1619.00
"491752","VJQ1AA000150015099",0.00,12.00,0.15,124.00,42.00,,,3.33,10.88,7625.00,0.00,5024.00,340.00,0.00,9614.97,2100.37,0.00,31300.00,158650.00,8900.00,"***",,1637.00
"491753","21Q1AA000100010099",0.00,12.00,0.10,112.00,46.00,4.46,11.59,3.18,8.44,6253.00,723.00,4703.00,352.00,0.00,8593.77,1964.15,0.00,31100.00,158450.00,7600.00,"***",1657.00,1604.00
"491755","21Q1AA000100010099",0.00,12.00,0.10,103.00,52.00,,,2.82,9.27,6363.00,1034.00,3432.00,3934.00,0.00,9442.21,2210.53,0.00,31100.00,159350.00,7200.00,"***",,1648.00
"491757","VQB2AA017000075099",0.00,20.00,17.00,96.00,45.00,,,13.88,9.88,5636.00,0.00,3353.00,333.00,358.00,6960.81,1448.23,0.00,35100.00,153050.00,0.00,"***",,1625.00
"491759","VQB2AA017000075099",0.00,20.00,17.00,113.00,53.00,9.99,16.50,12.96,13.85,7064.00,0.00,3969.00,343.00,406.00,8587.83,1724.71,0.00,32700.00,152850.00,0.00,"***",1654.00,1612.00
"595461","WTCBAA010000150099",0.00,25.00,10.00,109.00,20.00,4.89,16.75,6.85,17.04,3501.00,474.00,3163.00,214.00,373.00,5110.23,1281.06,373.00,23500.00,154780.00,0.00,"***",1704.00,1625.00
"595462","KCCBAS007000120099",0.00,25.00,7.00,117.00,53.00,4.29,15.26,5.60,15.10,4319.00,0.00,5312.00,213.00,163.00,6636.72,2007.25,163.00,23600.00,154570.00,2000.00,"***",1661.00,1595.00
"595463","IOCBAS023000120099",0.00,25.00,23.00,117.00,56.00,5.46,10.31,14.84,11.38,8025.00,0.00,7417.00,214.00,441.00,11094.03,2887.38,441.00,24000.00,154880.00,2200.00,"***",1640.00,1568.00
"595464","FTCBAS0210000960X9",0.00,25.00,21.00,119.00,59.00,8.32,6.36,14.04,8.71,8096.00,0.00,7666.00,213.00,360.00,11279.25,2972.92,360.00,23500.00,171980.00,1700.00,"***",1664.00,1578.00
"595465","GXCBAS018000145099",0.00,25.00,18.00,115.00,49.00,4.48,13.51,14.07,14.67,5218.00,0.00,4962.00,210.00,410.00,7303.80,1936.16,410.00,23100.00,151980.00,2200.00,"***",1696.00,1634.00
"595467","JYCHAS0160001260X9",0.00,25.00,16.00,117.00,55.00,8.49,9.40,13.28,11.30,7801.00,0.00,7330.00,185.00,359.00,10834.38,2842.25,359.00,26400.00,153180.00,7900.00,"***",1662.00,1619.00
"595468","JYCHAS0160001060X9",0.00,25.00,16.00,113.00,48.00,9.81,15.20,11.41,16.58,5667.00,0.00,5951.00,187.00,367.00,8188.50,2280.84,367.00,26200.00,153180.00,6000.00,"***",1668.00,1617.00
"595469","GFBKAS013000135099",0.00,20.00,13.00,110.00,42.00,6.74,9.93,8.95,11.30,5521.00,516.00,6071.00,807.00,443.00,8603.88,2450.54,443.00,23500.00,151070.00,1900.00,"***",1670.00,1602.00
"595470","VCBCAA007000170099",0.00,20.00,7.00,120.00,49.00,5.19,14.80,,,3648.00,514.00,3499.00,2798.00,153.00,6283.34,1866.41,153.00,25400.00,151680.00,2000.00,"***",1676.00,1600.00
"595471","VCBCAA007000170099",0.00,20.00,7.00,88.00,26.00,4.09,16.29,4.81,14.30,3499.00,512.00,1922.00,2592.00,140.00,5318.71,1301.37,140.00,23400.00,156000.00,2300.00,"***",1676.00,1596.00
"595472","YRCEAA009000125099",0.00,25.00,9.00,104.00,38.00,3.03,13.43,5.63,12.83,4140.00,511.00,3598.00,3113.00,361.00,6890.69,1980.23,361.00,23100.00,153000.00,2000.00,"***",1679.00,1614.00
"595473","YRCCAA009000125099",0.00,25.00,9.00,112.00,45.00,,,6.57,14.34,4953.00,510.00,4816.00,2332.00,179.00,7973.13,2282.19,179.00,23600.00,155250.00,1200.00,"***",,1654.00
"595474","YRCEAA009000125099",0.00,25.00,9.00,111.00,64.00,5.79,11.71,,,5574.00,514.00,5612.00,2576.00,182.00,9015.50,2620.04,182.00,23000.00,152750.00,2000.00,"***",1682.00,1598.00
"595475","VJQ1AA000150015099",0.00,12.00,0.15,111.00,51.00,,,3.16,6.79,7473.00,0.00,6368.00,214.00,0.00,10077.15,2513.61,0.00,31300.00,158650.00,6300.00,"***",1686.00,1616.00
"595476","VQB2AA017000075099",0.00,20.00,17.00,114.00,41.00,5.74,15.43,13.21,16.77,3568.00,0.00,3535.00,0.00,0.00,5015.04,1344.95,0.00,35000.00,151950.00,8300.00,"***",1684.00,1614.00
"595477","VQB2AA017000075099",0.00,20.00,17.00,114.00,62.00,3.95,13.62,,,4051.00,509.00,3535.00,3369.00,0.00,6861.04,2000.97,0.00,34700.00,152150.00,7400.00,"***",1698.00,1666.00
"595478","VQB2AA017000075099",0.00,20.00,17.00,115.00,53.00,7.32,9.28,13.01,10.40,6510.00,0.00,5565.00,210.00,244.00,8794.80,2199.75,244.00,34900.00,152950.00,8800.00,"***",1650.00,
"595479","VQB2AA017000075099",0.00,20.00,17.00,108.00,36.00,,,12.13,10.96,6726.00,0.00,3816.00,0.00,368.00,8086.86,1595.58,368.00,34900.00,152450.00,2100.00,"***",,1629.00
"595481","VJQ1AA000150015099",0.00,12.00,0.15,101.00,46.00,,,2.50,11.60,4921.00,977.00,4800.00,2476.00,0.00,8244.73,2324.58,0.00,31400.00,157550.00,6500.00,"***",,1645.00
"491760","JYCHAS0160001060X9",0.00,25.00,16.00,103.00,51.00,,,13.34,16.30,4115.00,582.00,3518.00,341.00,124.00,5954.04,1457.17,0.00,33000.00,145950.00,3500.00,"***",,1640.00
"491762","JYCCAS0160001160X9",0.00,25.00,16.00,109.00,70.00,10.10,15.39,11.31,12.05,6865.00,0.00,5513.00,335.00,330.00,9141.24,2222.84,0.00,30200.00,152850.00,2800.00,"***",1669.00,1609.00
"491763","RJZHAS014000130099",25.00,50.00,14.00,103.00,49.00,4.70,18.43,8.38,16.61,5255.00,0.00,4906.00,337.00,0.00,7353.24,1942.39,0.00,33100.00,145750.00,8400.00,"***",1682.00,1625.00
"491764","MBA2AA000150010099",0.00,15.00,0.15,104.00,53.00,7.16,17.77,3.53,10.43,5562.00,573.00,3232.00,3950.00,0.00,8348.40,2084.31,0.00,33000.00,152550.00,8000.00,"***",1703.00,1640.00
"491765","MBA2AA000150010099",0.00,15.00,0.15,107.00,47.00,,,4.38,9.15,6528.00,0.00,4757.00,336.00,202.00,8465.28,1956.69,0.00,31400.00,157850.00,2900.00,"***",,1612.00
"491766","24JDAA000100010099",0.00,10.00,0.10,106.00,41.00,3.54,10.58,2.44,7.82,6238.00,1043.00,2627.00,3719.00,325.00,8873.65,1900.38,0.00,29800.00,157650.00,0.00,"***",,
"491768","MBA2AA000150010099",0.00,15.00,0.15,114.00,40.00,,,2.07,7.99,5980.00,0.00,4546.00,343.00,315.00,7856.67,1860.92,0.00,34600.00,152050.00,0.00,"***",,1619.00
"491769","GXCHAS018000145099",0.00,25.00,18.00,101.00,28.00,,,11.11,20.82,2592.00,0.00,2473.00,350.00,348.00,3713.10,1008.69,0.00,31100.00,154950.00,0.00,"***",,1640.00
"491770","GXCCAS016000145099",0.00,25.00,16.00,83.00,29.00,5.06,14.88,5.57,14.98,3300.00,0.00,2114.00,344.00,0.00,4197.24,924.54,0.00,26100.00,207850.00,2100.00,"***",1649.00,1601.00
"491772","GXCCAS016000145099",0.00,25.00,16.00,99.00,27.00,4.98,17.37,12.54,17.81,2549.00,587.00,969.00,2993.00,0.00,4152.10,1015.31,0.00,25300.00,152750.00,1900.00,"***",1677.00,
"491773","30Z2AA000200026099",15.00,30.00,0.20,116.00,47.00,,,2.57,8.48,6301.00,584.00,5270.00,656.00,0.00,8933.05,2201.43,0.00,31300.00,158750.00,5700.00,"***",,1618.00
"491774","30Z2AA000200026099",15.00,30.00,0.20,111.00,39.00,,,3.25,12.69,3838.00,581.00,3489.00,1936.00,0.00,6208.30,1720.80,0.00,31400.00,158450.00,4500.00,"***",,1623.00
"491775","31Z2AA000240026099",24.00,39.00,0.24,105.00,28.00,,,1.63,14.08,2024.00,581.00,2374.00,2997.00,0.00,4336.21,1453.13,0.00,30900.00,158050.00,2000.00,"***",,1639.00
"491776","30Z2AA000200026099",15.00,30.00,0.20,101.00,29.00,,,1.58,13.63,2964.00,580.00,2645.00,2490.00,0.00,5172.62,1498.25,0.00,31380.00,157950.00,2500.00,"***",,1608.00
"491777","AAC3AA0040000210X9",0.00,25.00,4.00,115.00,42.00,,,2.39,7.58,5250.00,586.00,4630.00,1236.00,0.00,7840.94,2042.18,0.00,31900.00,157750.00,4600.00,"***",,1612.00
"491778","VJQ1AA000150015099",0.00,12.00,0.15,115.00,53.00,,,2.11,4.62,9021.00,0.00,5772.00,511.00,57.00,11328.72,2447.79,0.00,30600.00,158770.00,2200.00,"***",,1606.00
"491779","VJQ1AA000150015099",0.00,12.00,0.15,108.00,26.00,2.39,9.58,2.58,7.38,5277.00,926.00,4869.00,235.00,96.00,7840.84,1959.22,0.00,31100.00,157900.00,0.00,"***",1670.00,1619.00
"491780","VJQ1AA000150015099",0.00,12.00,0.15,111.00,35.00,,,1.96,7.26,4838.00,1044.00,3200.00,2028.00,0.00,7289.22,1715.14,0.00,31700.00,157770.00,7000.00,"***",,1612.00
"491781","VJQ1AA000150015099",0.00,12.00,0.15,109.00,37.00,,,2.43,8.87,5483.00,1043.00,3591.00,1710.00,0.00,7971.25,1819.13,0.00,31200.00,157870.00,0.00,"***",,1626.00
"595483","VQB2AA017000075099",0.00,20.00,17.00,114.00,30.00,,,12.53,9.94,6956.00,0.00,3207.00,197.00,152.00,8073.45,1441.57,152.00,33600.00,146600.00,9000.00,"***",,1613.00
"595484","DDC1AA0150000860X9",0.00,25.00,15.00,108.00,41.00,8.29,20.68,10.89,14.45,5117.00,0.00,5640.00,211.00,367.00,7535.64,2155.03,367.00,34700.00,152750.00,0.00,"***",1682.00,
"595485","DDC1AA0150000860X9",0.00,25.00,15.00,92.00,49.00,,,12.17,18.63,5288.00,0.00,6318.00,216.00,360.00,8021.76,2388.22,360.00,30000.00,152050.00,0.00,"***",,
